Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0.4523809523809524,1.0,1.0,0.7440860215053764,0.5,0.35714285714285715,0.25,0.6000000000000001,0.0,Female,0.4428571428571429,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5,0.2270013403192397,0.49364338590280016,0.625,0.0,0.2857142857142857,0.0,0.0,0.4838709677419355,0.3333333333333333,0.0,0.05555555555555555,0.0,0.0,0.0
0.5238095238095237,0.0,1.0,0.7318996415770609,1.0,0.0,0.25,0.6000000000000001,0.3333333333333333,Male,0.38571428571428573,0.0,0.3333333333333333,0.875,1.0,0.5,0.39027659315218716,0.4490263920180239,0.25,1.0,0.7857142857142857,0.6666666666666666,1.0,0.1935483870967742,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.21428571428571427,0.0,0.15384615384615385
0.42857142857142855,0.0,0.5,0.3813620071684588,0.5,0.6071428571428571,0.0,0.6000000000000001,0.3333333333333333,Female,0.6142857142857143,0.6666666666666666,0.0,0.25,1.0,1.0,0.06713780918727914,0.2249356292243322,0.125,0.0,0.1428571428571428,0.0,0.0,0.25806451612903225,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.07142857142857142,0.14285714285714285,0.5384615384615385
0.16666666666666669,0.0,1.0,0.34408602150537637,1.0,0.10714285714285714,0.0,0.4,0.6666666666666666,Male,0.8142857142857143,0.3333333333333333,0.3333333333333333,0.875,0.0,0.5,0.19526014377970025,0.645397489539749,0.125,0.0,0.0714285714285714,0.0,0.0,0.16129032258064516,0.0,1.0,0.2777777777777778,0.14285714285714285,0.0,0.23076923076923078
0.047619047619047616,1.0,1.0,0.018637992831541217,0.5,0.10714285714285714,0.5,1.0,0.0,Male,0.7714285714285714,0.6666666666666666,0.0,0.25,0.0,1.0,0.11709516266601681,0.4383649822980367,0.125,0.0,0.5714285714285713,0.3333333333333333,0.0,0.03225806451612903,0.3333333333333333,0.6666666666666666,0.05555555555555555,0.0,0.0,0.0
0.5714285714285714,0.0,1.0,0.506810035842294,0.5,0.7857142857142857,1.0,0.2,0.0,Female,0.2,0.6666666666666666,1.0,0.625,1.0,1.0,0.9102595345436822,0.5547553910524622,0.25,0.0,0.2142857142857143,0.3333333333333333,0.0,0.5161290322580645,0.3333333333333333,0.6666666666666666,0.05555555555555555,0.0,0.0,0.0
0.4761904761904761,0.0,0.0,0.33691756272401435,0.5,0.17857142857142855,0.5,0.6000000000000001,0.3333333333333333,Female,0.7,0.0,0.3333333333333333,0.75,1.0,0.0,0.2606311685146826,0.5473527518506598,0.875,1.0,0.0714285714285714,1.0,1.0,0.5483870967741935,0.6666666666666667,0.6666666666666666,0.7222222222222222,0.7857142857142857,0.14285714285714285,0.6923076923076923
0.14285714285714285,0.0,1.0,0.421505376344086,0.5,0.7857142857142857,0.5,0.6000000000000001,0.3333333333333333,Male,0.8428571428571427,1.0,0.0,0.75,1.0,0.5,0.10198610941878884,0.7852429996781461,0.125,1.0,0.0,0.3333333333333333,0.6666666666666666,0.1935483870967742,0.6666666666666667,0.6666666666666666,0.3333333333333333,0.3571428571428571,0.14285714285714285,0.3076923076923077
0.5476190476190477,0.0,0.0,0.11756272401433693,1.0,0.3214285714285714,0.25,0.2,1.0,Male,0.3714285714285714,0.6666666666666666,0.3333333333333333,0.875,1.0,1.0,0.3155233337394907,0.4553427743804313,0.875,0.0,0.2142857142857143,1.0,0.0,0.5161290322580645,0.6666666666666667,0.6666666666666666,0.7777777777777777,0.21428571428571427,0.14285714285714285,0.7692307692307693
0.14285714285714285,1.0,1.0,0.5089605734767024,0.5,0.0,0.5,0.6000000000000001,0.3333333333333333,Male,0.4428571428571429,0.6666666666666666,0.0,0.75,1.0,0.5,0.07566711343974657,0.03653041519150306,0.25,1.0,0.3571428571428571,0.0,0.3333333333333333,0.1935483870967742,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.2857142857142857,0.0
